Название;Материал;Дата поступления;Дата документа о качестве;Документ о качестве;;Отбор проб;Номер документа о качестве;Предприятие изготовитель
174523;Щебень фр. 5-20 мм по ГОСТ 8267;27.02.2025;14.02.2025;Файл: ДК 1422-3412 от 14.02.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174523&field_id=PROPERTY_1419&file_id=206713&ncc=y&download=y&download=y;26.02/Т-13-13 АДИ;144/3412;"АО ""Замчаловское КУ"""
174526;Грунт в кольцах ;19.02.2025;;;;185-1;;
174529;Грунт в кольцах ;14.01.2025;;;;14.01/25-03;;Чугарыш
174532;Грунт по ГОСТ 25100;14.01.2025;;;;14.01/25-04;;
174535;Бетонные образцы-кубы;17.01.2025;08.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174535&field_id=PROPERTY_1419&file_id=206722&ncc=y&download=y&download=y;123-1-2;184;"ООО ""Трансстроймеханизация"""
174538;Грунт по ГОСТ 25100;12.02.2025;;;;184;;
174541;Грунт в кольцах ;15.01.2025;;;;15.01/25-01;;
174544;Грунт в кольцах ;14.03.2025;19.02.2025;Файл: Паспорт от 19 февраля отсев песок 1.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174544&field_id=PROPERTY_1419&file_id=206729&ncc=y&download=y&download=y;1203/-ОК;19022025;"ООО ""СВиРТ"""
174547;Грунт в кольцах ;15.01.2025;;;;15.01/25-03;;Чугарыш
174550;Грунт по ГОСТ 25100;19.02.2025;;;;193;;
174553;Бетонные образцы-кубы;17.01.2025;13.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174553&field_id=PROPERTY_1419&file_id=206737&ncc=y&download=y&download=y;128-1;193;"ООО ""Трансстроймеханизация"""
174556;Бетонные образцы-кубы;18.12.2024;18.12.2024;Файл: 1503. Протоколы Бетон 28 суток от 18.12.2024 испытание 15.01.2025-2.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174556&field_id=PROPERTY_1419&file_id=206740&ncc=y&download=y&download=y;18.12/24-09;181224/1;"АО ""Донаэродорстрой"""
174559;Бетонные образцы-кубы;07.02.2025;17.01.2025;Файл: Паспорт №236 от 17.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174559&field_id=PROPERTY_1419&file_id=206743&ncc=y&download=y&download=y;157;236;"ООО ""ТрансСтройМеханизация"""
174562;Бетонные образцы-кубы;18.12.2024;18.12.2024;Файл: 1503. Протоколы Бетон 28 суток от 18.12.2024 испытание 15.01.2025-6.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174562&field_id=PROPERTY_1419&file_id=206746&ncc=y&download=y&download=y;18.12/24-10;181224/2;"АО ""Донаэродорстрой"""
174565;Бетонные образцы-кубы;17.01.2025;22.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174565&field_id=PROPERTY_1419&file_id=206749&ncc=y&download=y&download=y;136-1;209;"ООО ""Трансстроймеханизация"""
174568;Бетонные образцы-кубы;07.02.2025;19.01.2025;Файл: Паспорт №238 от 19.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174568&field_id=PROPERTY_1419&file_id=206752&ncc=y&download=y&download=y;158;238;"ООО ""ТрансСтройМеханизация"""
174571;Грунт в кольцах ;16.01.2025;;;;16.01/25-01;;
174574;Бетонные образцы-кубы;07.02.2025;20.01.2025;Файл: Паспорт №239 от 20.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174574&field_id=PROPERTY_1419&file_id=206757&ncc=y&download=y&download=y;160;239;"ООО ""ТрансСтройМеханизация"""
174577;Бетонные образцы-кубы;14.03.2025;19.02.2025;Файл: Паспорт от 19 февраля БСТ 3.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174577&field_id=PROPERTY_1419&file_id=206760&ncc=y&download=y&download=y;1902/-БЕТ;БА-1408;"ООО ""СОЮЗ"""
174580;Грунт по ГОСТ 25100;16.01.2025;;;;16.01/25-02;;
174583;Грунт по ГОСТ 25100;17.01.2025;;;;149;;
174586;Грунт по ГОСТ 25100;15.01.2025;;;;15.01/25-02;;Алтаевский
174589;Обработанный материал по ГОСТ 23558;07.02.2025;20.01.2025;Файл: Паспорт №240 от 20.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174589&field_id=PROPERTY_1419&file_id=206769&ncc=y&download=y&download=y;161;240;"ООО ""ТрансСтройМеханизация"""
174592;Бетонные образцы-кубы;14.03.2025;19.02.2025;Файл: Паспорт от 19 февраля БСТ 2.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174592&field_id=PROPERTY_1419&file_id=206772&ncc=y&download=y&download=y;1902/-БЕТ3;190225-1;"ООО ""ГК ПЕГАС"""
174595;Грунт в кольцах ;17.01.2025;;;;17.01/25-01;;Чугарыш
174598;Бетонные образцы-кубы;14.02.2025;26.01.2025;Файл: Паспорт №250 от 26.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174598&field_id=PROPERTY_1419&file_id=206778&ncc=y&download=y&download=y;171;250;"ООО ""ТрансСтройМеханизация"""
174601;Грунт в кольцах ;17.01.2025;;;;17.01/25-02;;
174604;Бетонные образцы-кубы;14.03.2025;19.02.2025;Файл: Паспорт от 19 февраля БСТ 1.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174604&field_id=PROPERTY_1419&file_id=206783&ncc=y&download=y&download=y;1902/-БЕТ2;БА-1407;"ООО ""СОЮЗ"""
174607;Бетонные образцы-кубы;14.02.2025;27.01.2025;Файл: Паспорт №251 от 27.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174607&field_id=PROPERTY_1419&file_id=206786&ncc=y&download=y&download=y;172;251;"ООО ""ТрансСтройМеханизация"""
174610;Грунт по ГОСТ 25100;05.03.2025;;;;04.03.1/Т13-03;;
174613;Грунт в кольцах ;18.01.2025;;;;18.01/25-01;;
174616;Обработанный материал по ГОСТ 23558;07.02.2025;27.01.2025;Файл: Паспорт №252 от 27.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174616&field_id=PROPERTY_1419&file_id=206794&ncc=y&download=y&download=y;173;252;"ООО ""ТрансСтройМеханизация"""
174619;Грунт в кольцах ;19.01.2025;;;;19.01/25-01;;
174622;Бетонные образцы-кубы;14.03.2025;21.02.2025;Файл: Паспорт от 21 февраля БСТ 2.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174622&field_id=PROPERTY_1419&file_id=206798&ncc=y&download=y&download=y;2102/-БЕТ;210225-1;"ООО ""ГК ПЕГАС"""
174624;Бетонные образцы-кубы;27.12.2024;25.12.2024;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174624&field_id=PROPERTY_1419&file_id=206800&ncc=y&download=y&download=y;б/н;216;"ООО ""Трансстроймеханизация"""
174626;Щебень фр. 40-70 мм по ГОСТ 8267;07.02.2025;24.01.2025;Файл: Паспорт №24 01-118 от 24.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174626&field_id=PROPERTY_1419&file_id=206802&ncc=y&download=y&download=y;170;24/01-118;"ООО ""Конто-Ойл"""
174630;Грунт в кольцах ;30.01.2025;;;;30.01/25-01;;Чугарыш
174633;Бетонные образцы-кубы;14.03.2025;24.02.2025;Файл: Паспорт от 24 февраля БСТ 1.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174633&field_id=PROPERTY_1419&file_id=206808&ncc=y&download=y&download=y;2402/-БЕТ;240225-1;"ООО ""ГК ПЕГАС"""
174636;Грунт в кольцах ;30.01.2025;;;;30.01/25-03;;Алтаевский
174639;ЩПС С-4 по ГОСТ 25607;07.02.2025;16.01.2025;Файл: Паспорт №Т-14 от 16.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174639&field_id=PROPERTY_1419&file_id=206813&ncc=y&download=y&download=y;156;Т-14;"ООО ""Конто-Ойл"""
174643;ЩПС С-4 по ГОСТ 25607;14.02.2025;31.01.2025;Файл: Паспорт №3101-1 от 31.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174643&field_id=PROPERTY_1419&file_id=206818&ncc=y&download=y&download=y;174-3;3101-1;"АО ""Щебёночный завод ""Турдейский"""
174646;Грунт по ГОСТ 25100;30.01.2025;;;;30.01/25-04;;
174650;ЩПС С-4 по ГОСТ 25607;14.02.2025;05.02.2025;Файл: Паспорт №0502-3 от 05.02.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174650&field_id=PROPERTY_1419&file_id=206824&ncc=y&download=y&download=y;178-1;0502-3;"АО ""Щебёночный завод ""Турдейский"""
174651;АБС к/з пл. тип Б М II по ГОСТ 9128;22.03.2025;;;;14-03-АИ;;
174655;Грунт по ГОСТ 25100;30.01.2025;;;;30.01/25-06;;Алтаевский
174658;Песок по ГОСТ 8736;30.01.2025;13.01.2025;Файл: 1512. Песок для ДСО отбор 30.01.25 (испытание 31.01.25)-2.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174658&field_id=PROPERTY_1419&file_id=206830&ncc=y&download=y&download=y;30.01/25-05;13;Чугарыш
174661;Грунт в кольцах ;30.01.2025;;;;30.01/25-02;;Алтаевский
174664;Бетонные образцы-кубы;14.03.2025;25.02.2025;Файл: Паспорт от 25 февраля БСТ 2.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174664&field_id=PROPERTY_1419&file_id=206835&ncc=y&download=y&download=y;2502/-БЕТ;БА-1543;"ООО ""СОЮЗ"""
174667;Керны АБ к/з пористый М I по ГОСТ 9128;30.01.2025;;;;150;;
174671;Бетонные образцы-кубы;03.02.2025;16.01.2025;Файл: Паспорт 235 от 16.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174671&field_id=PROPERTY_1419&file_id=206841&ncc=y&download=y&download=y;б/н;235;"ООО ""ТрансСтройМеханизация"""
174674;Бетонные образцы-кубы;14.03.2025;26.02.2025;Файл: Паспорт от 26 февраля БСТ 3.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174674&field_id=PROPERTY_1419&file_id=206844&ncc=y&download=y&download=y;2602/-БЕТ3;260225-2;"ООО ""ГК ПЕГАС"""
174677;Бетонные образцы-кубы;03.02.2025;25.01.2025;Файл: Паспорт 248 от 25.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174677&field_id=PROPERTY_1419&file_id=206847&ncc=y&download=y&download=y;б/н;248;"ООО ""ТрансСтройМеханизация"""
174680;Бетонные образцы-кубы;03.02.2025;27.01.2025;Файл: Паспорт 253 от 27.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174680&field_id=PROPERTY_1419&file_id=206850&ncc=y&download=y&download=y;б/н;253;"ООО ""ТрансСтройМеханизация"""
174685;Грунт в кольцах ;21.01.2025;;;;21.01/25-02;;
174688;Бетонные образцы-кубы;14.03.2025;26.02.2025;Файл: Паспорт от 26 февраля БСТ 1.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174688&field_id=PROPERTY_1419&file_id=206857&ncc=y&download=y&download=y;2602/-БЕТ2;БА-1551;"ООО ""СОЮЗ"""
174690;Бетонные образцы-кубы;03.02.2025;27.01.2025;Файл: Паспорт 253 от 27.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174690&field_id=PROPERTY_1419&file_id=206859&ncc=y&download=y&download=y;б/н;253;"ООО ""ТрансСтройМеханизация"""
174693;Грунт в кольцах ;22.01.2025;;;;22.01/25-01;;
174696;Бетонные образцы-кубы;14.03.2025;26.02.2025;Файл: Паспорт от 26 февраля БСТ 2.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174696&field_id=PROPERTY_1419&file_id=206864&ncc=y&download=y&download=y;2602/-БЕТ;260225-1;"ООО ""ГК ПЕГАС"""
174700;Грунт по ГОСТ 25100;22.01.2025;;;;22.01/25-02;;
174705;Бетонные образцы-кубы;14.03.2025;27.02.2025;Файл: Паспорт от 27 февраля БСТ 1.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174705&field_id=PROPERTY_1419&file_id=206870&ncc=y&download=y&download=y;2702/-БЕТ;270225-1;"ООО ""ГК ПЕГАС"""
174708;Грунт в кольцах ;23.01.2025;;;;23.01/25-01;;Чугарыш
174711;Керны АБ м/з тип Б М I по ГОСТ 9128;30.01.2025;;;;151;;
174714;Грунт в кольцах ;23.01.2025;;;;23.01/25-02;;
174717;Грунт в кольцах ;23.01.2025;;;;23.01/25-03;;Чугарыш
174720;Грунт по ГОСТ 25100;21.01.2025;;;;21.01/25-01;;Алтаевский
174723;Грунт по ГОСТ 25100;25.01.2025;;;;25.01/25-03;;
174726;Грунт по ГОСТ 25100;25.01.2025;;;;25.01/25-06;;
174729;Грунт по ГОСТ 25100;25.01.2025;;;;25.01/25-08;;
174732;Грунт по ГОСТ 25100;25.01.2025;;;;25.01/25-07;;
174735;Грунт в кольцах ;25.01.2025;;;;25.01/25-02;;
174738;Грунт в кольцах ;26.01.2025;;;;26.01/25-01;;Алтаевский
174741;Грунт по ГОСТ 25100;24.01.2025;;;;24.01/25-02;;
174744;Щебень фр. 20-40 мм по ГОСТ 8267;24.01.2025;21.03.2024;Файл: 1519.Щебень 20-40 от 24.01.25 (испытания 27.01.25)-2.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174744&field_id=PROPERTY_1419&file_id=206897&ncc=y&download=y&download=y;24.01/25-03;4589;Ревда
174749;ЩПС С-4 по ГОСТ 25607;25.01.2025;22.01.2025;Файл: 1520.ЩПС С-4 от 25.01.25 (испытания 27.01.25)-2.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174749&field_id=PROPERTY_1419&file_id=206902&ncc=y&download=y&download=y;25.01/25-01;439;Ревда
174752;Грунт в кольцах ;25.01.2025;;;;25.01/25-05;;
174755;Грунт в кольцах ;24.01.2025;;;;24.01/25-01;;
174758;Грунт по ГОСТ 25100;26.01.2025;;;;26.01/25-03;;
174761;Грунт в кольцах ;28.01.2025;;;;27.01/25-01;;Алтаевский
174764;Песок по ГОСТ 8736;25.01.2025;13.01.2025;Файл: 1525.Песок ФМС от 25.01.25 (испытания от 28.01.25)-2.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174764&field_id=PROPERTY_1419&file_id=206913&ncc=y&download=y&download=y;25.01/25-04;13/01;Чугарыш
174767;Грунт в кольцах ;28.01.2025;;;;28.01/25-01;;Чугарыш
174770;Грунт в кольцах ;28.01.2025;;;;28.01/25-02;;
174773;Грунт в кольцах ;28.01.2025;;;;28.01/25-03;;Алтаевский
174776;Грунт в кольцах ;29.01.2025;;;;29.01/25-01;;
174779;Грунт в кольцах ;29.01.2025;;;;29.01/25-02;;
174782;Грунт в кольцах ;29.01.2025;;;;29.01/25-03;;Чугарыш
174785;Грунт в кольцах ;29.01.2025;;;;29.01/25-04;;
174788;Грунт в кольцах ;29.01.2025;;;;29.01/25-05;;
174791;Грунт в кольцах ;29.01.2025;;;;29.01/25-06;;
174794;Грунт в кольцах ;29.01.2025;;;;29.01/25-07;;
174797;Грунт по ГОСТ 25100;29.01.2025;;;;29.01/25-08;;
174800;Грунт в кольцах ;01.02.2025;;;;01.02/25-01;;Чугарыш
174803;Грунт в кольцах ;01.02.2025;;;;01.02/25-02;;
174806;Грунт в кольцах ;01.02.2025;;;;01.02/25-03;;Чугарыш
174809;Грунт в кольцах ;01.02.2025;;;;01.02/25-04;;
174812;ЩПС С-2 по ГОСТ 25607;31.01.2025;20.01.2025;Файл: 1530.ЩПС С2 от 31.01.25-2.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=174812&field_id=PROPERTY_1419&file_id=206947&ncc=y&download=y&download=y;31.01/25-01;1;Истяковский
