Название;Сортировка;ПЛП;Наименование объекта;Документ отбора проб;Ссылка;Место отбора проб;Дата отбора проб;Лицо, предоставившее пробу;Номер акта отбора проб;Примечание
06.01.25-01;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: ПК 353+72 - ПК 359+30 право (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180333&field_id=PROPERTY_1409&file_id=212280&ncc=y&download=y&download=y;ПК 357+64 право +34,0 от оси (182,24);06.01.2025;ГЛК;06.01.25-01;
06.01.25-01;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: ПК 353+72 - ПК 359+30 право (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180336&field_id=PROPERTY_1409&file_id=212282&ncc=y&download=y&download=y;ПК 358+80 право +33,0 от оси (183,18);06.01.2025;ГЛК;06.01.25-01;
06.01.25-01;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: ПК 353+72 - ПК 359+30 право (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180339&field_id=PROPERTY_1409&file_id=212284&ncc=y&download=y&download=y;ПК 353+72 право +26,0 от оси (181,64);06.01.2025;ГЛК;06.01.25-01;
06.01.25-01;500;ПЛП 6;РЕК М3 км 86-124 II ПК;;;ПК 354+76 право +32,5 от оси (182,12);06.01.2025;ГЛК;06.01.25-01;
06.01/25-01;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1482.Грунт ФМС от 06.01.25 испытание от 08.01.25-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=174189&field_id=PROPERTY_1409&file_id=206465&ncc=y&download=y&download=y;ПК 3+50 (Путепровод ПК 1076+83,77);06.01.2025;ГЛК;06.01/25-01;
06.01/25-01;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл грунт ПК 964+00 - ПК 967+00 от 06.01.25 (испытан 08.01.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177610&field_id=PROPERTY_1409&file_id=209413&ncc=y&download=y&download=y;ПК 964+70, ПК 965+20;06.01.2025;ГЛК;06.01/25-01;
06.01/25-02;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1485.Грунт Купл НЕСООТВЕТСТВИЕ от 06.01.25 испытание от 08.01.25-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=174211&field_id=PROPERTY_1409&file_id=206480&ncc=y&download=y&download=y;ПК 3+00, ПК 3+65 (Путепровод ПК 1076+83,77);06.01.2025;ГЛК;06.01/25-02;
06.01/25-02;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл грунт ПК 979+64 - ПК 980+80 от 06.01.25 (испытан 07.01.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177627&field_id=PROPERTY_1409&file_id=209429&ncc=y&download=y&download=y;ПК 980+00;06.01.2025;ГЛК;06.01/25-02;
06.01/25-03;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1486.Грунт Купл от 06.01.25 испытание от 08.01.25-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=174222&field_id=PROPERTY_1409&file_id=206487&ncc=y&download=y&download=y;уч. ПК 1077+00 - ПК 1078+70;06.01.2025;ГЛК;06.01/25-03;
06.01/25-03;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: 1. Акт отбора.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177129&field_id=PROPERTY_1409&file_id=208957&ncc=y&download=y&download=y;ПК 940+30;06.01.2025;ГЛК;06.01/25-03;
06.01/25-04;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: ФМС грунт ПК 940+00 от 06.01.2025 (испытан 07.01.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178049&field_id=PROPERTY_1409&file_id=209867&ncc=y&download=y&download=y;ПК 940+00;06.01.2025;ГЛК;06.01/25-04;
06.02/25-01;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1550.Грунт Купл от 06.02.25 испытание от 07.02.25-01.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175163&field_id=PROPERTY_1409&file_id=207306&ncc=y&download=y&download=y;Обратная засыпка ливневой канализации, уч. ПК 1040+50 - ПК 1042+00;06.02.2025;ГЛК;06.02/25-01;
06.02/25-01;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл песок ПК319+00 основание под БРР3 от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177868&field_id=PROPERTY_1409&file_id=209629&ncc=y&download=y&download=y;Основание под БРРЗ, ПК 319+00;06.02.2025;ГЛК;06.02/25-01;
06.02/25-01Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: В30 от 06.02.25-01-(7суток 13.02.25)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177973&field_id=PROPERTY_1409&file_id=209789&ncc=y&download=y&download=y;уч. ПК 987+00 - ПК 991+00, обоймы колодцев;06.02.2025;ГЛК;06.02/25-01Б;
06.02/25-02;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1550.Грунт Купл от 06.02.25 испытание от 07.02.25-03.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175166&field_id=PROPERTY_1409&file_id=207308&ncc=y&download=y&download=y;ДСО, уч. ПК 1011+40 - ПК 1013+30;06.02.2025;ГЛК;06.02/25-02;
06.02/25-02;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл песок ПК 951+40 основание под ПЛМ-1 ОП1 от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178524&field_id=PROPERTY_1409&file_id=210373&ncc=y&download=y&download=y;ПК 951+40, основание под ПЛМ-1 ОП1;06.02.2025;ГЛК;06.02/25-02;
06.02/25-02Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: В30 от 06.02.25-02-(7суток 13.02.25)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177976&field_id=PROPERTY_1409&file_id=209792&ncc=y&download=y&download=y;ПК 919+10, оголовок впускного сооружения дренажа;06.02.2025;ГЛК;06.02/25-02Б;
06.02/25-03;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1550.Грунт Купл от 06.02.25 испытание от 07.02.25-05.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175169&field_id=PROPERTY_1409&file_id=207310&ncc=y&download=y&download=y;Рабочая платформа 1,2-й слой ОП1 и ОП2, ИССО-10, ПК 1050+76;06.02.2025;ГЛК;06.02/25-03;
06.02/25-03;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл песок ПК 951+40 ОП2 конус НЕСООТВ от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178512&field_id=PROPERTY_1409&file_id=210364&ncc=y&download=y&download=y;ПК 951+40, ОП2;06.02.2025;ГЛК;06.02/25-03;
06.02/25-03Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: В7,5 от 06.02.25-03-(7суток 13.02.25)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177925&field_id=PROPERTY_1409&file_id=209724&ncc=y&download=y&download=y;ПК 979+13, подготовка переходной плиты ОП 3;06.02.2025;ГЛК;06.02/25-03Б;
06.02/25-04;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл грунт ПК 951+60 - ПК 952+40 от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178209&field_id=PROPERTY_1409&file_id=210096&ncc=y&download=y&download=y;ЗП 9,10-й слой, уч. ПК 951+60 - ПК 952+40;06.02.2025;ГЛК;06.02/25-04;
06.02/25-04;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1558.Грунт (ФМС) от 06.02.2025 испытание от 08.02.202-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175236&field_id=PROPERTY_1409&file_id=207401&ncc=y&download=y&download=y;ПК 1050+76, ИССО-10 верх замены ОП1 и ОП2;06.02.2025;ГЛК;06.02/25-04;
06.02/25-04Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: В22,5 от 06.02.25-04-(7суток 13.02.25)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177955&field_id=PROPERTY_1409&file_id=209763&ncc=y&download=y&download=y;ПК 913+00, закладные детали;06.02.2025;ГЛК;06.02/25-04Б;
06.02/25-05;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл грунт ПК 952+40 - ПК 952+80 от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178233&field_id=PROPERTY_1409&file_id=210112&ncc=y&download=y&download=y;ЗП 3,4-й слой, уч. ПК 952+40 - ПК 952+80;06.02.2025;ГЛК;06.02/25-05;
06.02/25-05;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1550.Грунт Купл от 06.02.25 испытание от 07.02.25-08.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175172&field_id=PROPERTY_1409&file_id=207312&ncc=y&download=y&download=y;Естественное основание ОП1 и ОП2, ИССО-10, ПК 1050+76;06.02.2025;ГЛК;06.02/25-05;Верх замены
06.02/25-05Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: В20 от 06.02.25(7 суток 13.02.25)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177633&field_id=PROPERTY_1409&file_id=209433&ncc=y&download=y&download=y;ПК 209+00, укрепление дна и откосов кювета;06.02.2025;ГЛК;06.02/25-05Б;
06.02/25-06;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл песок ПК 939+00 - ПК 941+00 ДСО от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178498&field_id=PROPERTY_1409&file_id=210350&ncc=y&download=y&download=y;ДСО ППЧ, уч. ПК 939+00 - ПК 941+00;06.02.2025;ГЛК;06.02/25-06;
06.02/25-06;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1550.Грунт Купл от 06.02.25 испытание от 07.02.25-10.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175175&field_id=PROPERTY_1409&file_id=207314&ncc=y&download=y&download=y;ДСО, уч. ПК 1071+00 - ПК 1073+10;06.02.2025;ГЛК;06.02/25-06;
06.02/25-07;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1553.Грунт (ФМС) от 06.02.2025 испытание от 07.02.2025-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175194&field_id=PROPERTY_1409&file_id=207327&ncc=y&download=y&download=y;Земляное полотно, а/д Янаул-Майск, уч. ПК 6+10 - ПК 8+40;06.02.2025;ГЛК;06.02/25-07;
06.02/25-07;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Песок (ФМС) ПК 358+00 Чугарыш от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177877&field_id=PROPERTY_1409&file_id=209687&ncc=y&download=y&download=y;ПК 358+00 штабель;06.02.2025;ГЛК;06.02/25-07;Паспорт не предоставлен
06.02/25-08;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1554.Грунт (ФМС) НЕпригодность от 06.02.2025 испытание от 08.02.2025-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175204&field_id=PROPERTY_1409&file_id=207334&ncc=y&download=y&download=y;ПК 1092+75;06.02.2025;ГЛК;06.02/25-08;Заявка на непригодность
06.02/25-08;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл грунт ПК 989+00 от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178285&field_id=PROPERTY_1409&file_id=210153&ncc=y&download=y&download=y;Обратная засыпка ПК 989+00;06.02.2025;ГЛК;06.02/25-08;
06.02/25-09;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1555.Грунт (ФМС) от 06.02.2025 испытание от 08.02.2025-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175207&field_id=PROPERTY_1409&file_id=207336&ncc=y&download=y&download=y;Земляное полотно, ПК 1057+00;06.02.2025;ГЛК;06.02/25-09;
06.02/25-09;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл грунт ПК 989+00 ЕО от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178282&field_id=PROPERTY_1409&file_id=210151&ncc=y&download=y&download=y;Естественное основание траншеи, ПК 989+00;06.02.2025;ГЛК;06.02/25-09;
06.02/25-10;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1561. ПГС, Грунт с карьера Дубовая Гора отбор 06.02.25 (испытание 08.02.25)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175248&field_id=PROPERTY_1409&file_id=207409&ncc=y&download=y&download=y;ПК 1060+00;06.02.2025;ГЛК;06.02/25-10;
06.02/25-10;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Грунт (ФМС) ПК 989+00 от 06.02.25 (испытан 07.02.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178145&field_id=PROPERTY_1409&file_id=210055&ncc=y&download=y&download=y;Естественное основание, траншеи ПК 989+00;06.02.2025;ГЛК;06.02/25-10;
06.03/25-01;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: ФМС Щебень фр. 20-40 ПК 642+75 06.03.25-01 (испытание 07.03.25) (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178990&field_id=PROPERTY_1409&file_id=210738&ncc=y&download=y&download=y;ПК 642+75 штабель на МФЗ. Устройство щебеночного основания;06.03.2025;ГЛК;06.03/25-01;
06.03/25-01;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1460.Грунт Купл от 06.03.2025 испытание от 07.03.2025-01.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175989&field_id=PROPERTY_1409&file_id=207953&ncc=y&download=y&download=y;Земляное полотно 7,8-й слой, уч. ПК 1304+75 - ПК 1305+75;06.03.2025;ГЛК;06.03/25-01;
06.03/25-01Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: В22,5 от 06.03.25-01-(7суток 13.03.25) (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178327&field_id=PROPERTY_1409&file_id=210200&ncc=y&download=y&download=y;ПК 811+60-ПК 816+80, ПК 831+10-ПК 833+10 Бетонирование закладных деталей ОП №31.4.6, 31.4.7, 31.4.8;06.03.2025;ГЛК;06.03/25-01Б;
06.03/25-02;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1460.Грунт Купл от 06.03.2025 испытание от 07.03.2025-03.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175992&field_id=PROPERTY_1409&file_id=207955&ncc=y&download=y&download=y;ПК 1050+76, ИССО-10, ОП1, конус 14,15,16,17,18-й слой;06.03.2025;ГЛК;06.03/25-02;
06.03/25-03;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1460.Грунт Купл от 06.03.2025 испытание от 07.03.2025-06.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175995&field_id=PROPERTY_1409&file_id=207957&ncc=y&download=y&download=y;ПК 1050+76, ИССО-10, ОП2, конус 3,4,5,6-й слой;06.03.2025;ГЛК;06.03/25-03;
06.03/25-03Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: В30 от 06.03.25-03-(7суток 13.03.25)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=179416&field_id=PROPERTY_1409&file_id=211233&ncc=y&download=y&download=y;ПК 914+69, ТП1 фундаментная плита;06.03.2025;ГЛК;06.03/25-03Б;
06.03/25-04;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1460.Грунт Купл от 06.03.2025 испытание от 07.03.2025-09.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=175998&field_id=PROPERTY_1409&file_id=207959&ncc=y&download=y&download=y;ПК 1127+43,41, ИССО-15, ОП3, обратная засыпка гибкого ростверка 3-й слой;06.03.2025;ГЛК;06.03/25-04;
